Subdistrict;Month;PopDensity;Rainfall;RainfallLag1;RainfallLag2;RainfallLag3;TempAvg;HumRev;WindSpeed;AtmPress;BuiltArea;Crops;Water;Trees;FloodedVegetation;DengueIncidence
Bantul;Jan-17;2868;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;1336,14;840,45;0,00;2,94;0,00;12
Bantul;Feb-17;2870;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;1347,24;828,54;0,00;2,98;0,00;4
Bantul;Mar-17;2871;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;1357,38;817,93;0,00;3,00;0,00;6
Bantul;Apr-17;2873;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;1366,55;808,52;0,00;3,01;0,00;3
Bantul;May-17;2874;116,02;210,94;174,02;374,41;25,90;85,88;4,06;99,23;1374,81;800,22;0,00;3,00;0,00;4
Bantul;Jun-17;2876;116,02;116,02;210,94;174,02;25,42;86,44;3,93;99,29;1382,17;792,95;0,00;2,97;0,00;1
Bantul;Jul-17;2878;15,82;116,02;116,02;210,94;24,37;85,31;4,47;99,38;1388,68;786,63;0,00;2,94;0,00;5
Bantul;Aug-17;2879;0;15,82;116,02;116,02;24,76;78,56;4,81;99,34;1394,35;781,21;0,00;2,89;0,00;1
Bantul;Sep-17;2881;79,1;0;15,82;116,02;25,91;75,19;4,50;99,33;1399,24;776,60;0,00;2,84;0,00;0
Bantul;Oct-17;2883;263,67;79,1;0;15,82;25,95;83,25;4,02;99,21;1403,39;772,76;0,00;2,77;0,00;3
Bantul;Nov-17;2885;290,04;263,67;79,1;0;26,11;85,81;2,87;98,99;1406,82;769,62;0,00;2,71;0,00;0
Bantul;Dec-17;2887;232,03;290,04;263,67;79,1;25,98;86,62;3,34;99,09;1409,60;767,12;0,00;2,63;0,00;0
Bantul;Jan-18;2889;284,77;232,03;290,04;263,67;25,92;87,44;3,95;98,94;1411,75;765,22;0,00;2,56;0,00;0
Bantul;Feb-18;2891;495,7;284,77;232,03;290,04;25,77;87,19;3,14;99,17;1413,34;763,86;0,00;2,48;0,00;0
Bantul;Mar-18;2893;232,03;495,7;284,77;232,03;26,30;84,75;2,36;99,10;1414,42;762,96;0,00;2,41;0,00;1
Bantul;Apr-18;2895;189,84;232,03;495,7;284,77;26,80;85,00;3,17;99,12;1415,08;762,46;0,00;2,34;0,00;1
Bantul;May-18;2897;10,55;189,84;232,03;495,7;25,91;84,50;4,16;99,22;1415,38;762,27;0,00;2,28;0,00;0
Bantul;Jun-18;2900;52,73;10,55;189,84;232,03;25,27;83,12;4,17;99,33;1415,39;762,33;0,00;2,23;0,00;0
Bantul;Jul-18;2902;0;52,73;10,55;189,84;24,06;80,50;4,34;99,33;1415,19;762,55;0,00;2,19;0,00;2
Bantul;Aug-18;2904;0;0;52,73;10,55;24,79;73,25;4,77;99,39;1414,86;762,88;0,00;2,17;0,00;0
Bantul;Sep-18;2907;5,27;0;0;52,73;26,08;71,25;4,74;99,36;1414,46;763,23;0,00;2,17;0,00;0
Bantul;Oct-18;2909;47,46;5,27;0;0;26,80;72,69;4,52;99,32;1414,07;763,53;0,00;2,19;0,00;2
Bantul;Nov-18;2912;221,48;47,46;5,27;0;26,50;82,25;3,59;99,22;1413,77;763,71;0,00;2,24;0,00;3
Bantul;Dec-18;2914;358,59;221,48;47,46;5,27;26,08;85,81;3,45;99,14;1413,61;763,69;0,00;2,31;0,00;1
Bantul;Jan-19;2923;416,6;358,59;221,48;47,46;26,57;86,00;3,12;99,15;1413,69;763,41;0,00;2,42;0,00;7
Bantul;Feb-19;2925;305,86;416,6;358,59;221,48;26,63;85,19;2,50;99,28;1414,05;762,81;0,00;2,57;0,00;8
Bantul;Mar-19;2927;226,76;305,86;416,6;358,59;26,15;86,56;2,64;99,22;1414,65;761,92;0,00;2,75;0,00;13
Bantul;Apr-19;2929;242,58;226,76;305,86;416,6;26,82;85,56;3,22;99,14;1415,47;760,81;0,00;2,98;0,00;17
Bantul;May-19;2931;63,28;242,58;226,76;305,86;25,86;85,31;4,29;99,28;1416,43;759,54;0,00;3,23;0,00;19
Bantul;Jun-19;2933;0;63,28;242,58;226,76;24,43;84,06;4,09;99,32;1417,50;758,18;0,00;3,50;0,00;16
Bantul;Jul-19;2934;0;0;63,28;242,58;24,31;79,56;4,58;99,39;1418,62;756,77;0,00;3,79;0,00;11
Bantul;Aug-19;2935;0;0;0;63,28;24,76;73,88;4,81;99,42;1419,74;755,38;0,00;4,08;0,00;6
Bantul;Sep-19;2936;21,09;0;0;0;25,52;71,69;4,99;99,46;1420,83;754,06;0,00;4,37;0,00;9
Bantul;Oct-19;2936;5,27;21,09;0;0;26,80;71,44;4,25;99,27;1421,81;752,89;0,00;4,63;0,00;4
Bantul;Nov-19;2937;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;1422,65;751,90;0,00;4,85;0,00;8
Bantul;Dec-19;2937;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;1423,30;751,17;0,00;5,00;0,00;18
Bantul;Jan-20;2926;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;1423,70;750,75;0,00;5,08;0,00;19
Bantul;Feb-20;2926;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;1423,83;750,67;0,00;5,06;0,00;21
Bantul;Mar-20;2926;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;1423,72;750,89;0,00;4,97;0,00;29
Bantul;Apr-20;2927;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;1423,46;751,31;0,00;4,81;0,00;26
Bantul;May-20;2928;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;1423,10;751,87;0,00;4,60;0,00;20
Bantul;Jun-20;2930;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;1422,71;752,47;0,00;4,37;0,00;8
Bantul;Jul-20;2931;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;1422,36;753,05;0,00;4,13;0,00;7
Bantul;Aug-20;2933;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;1422,12;753,53;0,00;3,89;0,00;2
Bantul;Sep-20;2935;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;1422,05;753,81;0,00;3,68;0,00;1
Bantul;Oct-20;2938;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;1422,23;753,84;0,00;3,49;0,00;2
Bantul;Nov-20;2940;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;1422,71;753,51;0,00;3,33;0,00;4
Bantul;Dec-20;2943;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;1423,56;752,77;0,00;3,21;0,00;1
Bantul;Jan-21;;;;;;;;;;;;;;;
Bantul;Feb-21;;;;;;;;;;;;;;;
Bantul;Mar-21;;;;;;;;;;;;;;;
Bantul;Apr-21;;;;;;;;;;;;;;;
Bantul;May-21;;;;;;;;;;;;;;;
Bantul;Jun-21;;;;;;;;;;;;;;;
Bantul;Jul-21;;;;;;;;;;;;;;;
Bantul;Aug-21;;;;;;;;;;;;;;;
Bantul;Sep-21;;;;;;;;;;;;;;;
Bantul;Oct-21;;;;;;;;;;;;;;;
Bantul;Nov-21;;;;;;;;;;;;;;;
Bantul;Dec-21;;;;;;;;;;;;;;;
Bantul;Jan-22;;;;;;;;;;;;;;;
Bantul;Feb-22;;;;;;;;;;;;;;;
Bantul;Mar-22;;;;;;;;;;;;;;;
Bantul;Apr-22;;;;;;;;;;;;;;;
Bantul;May-22;;;;;;;;;;;;;;;
Bantul;Jun-22;;;;;;;;;;;;;;;
Bantul;Jul-22;;;;;;;;;;;;;;;
Bantul;Aug-22;;;;;;;;;;;;;;;
Bantul;Sep-22;;;;;;;;;;;;;;;
Bantul;Oct-22;;;;;;;;;;;;;;;
Bantul;Nov-22;;;;;;;;;;;;;;;
Bantul;Dec-22;;;;;;;;;;;;;;;
Sewon;Jan-17;4030;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;1976,36;798,02;4,03;6,21;0,00;31
Sewon;Feb-17;4087;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;1976,64;798,69;4,74;5,26;0,00;17
Sewon;Mar-17;4140;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;1977,54;798,63;5,35;4,53;0,00;16
Sewon;Apr-17;4189;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;1979,02;797,90;5,84;3,95;0,00;3
Sewon;May-17;4232;116,02;210,94;174,02;374,41;25,90;85,88;4,06;99,23;1981,04;796,54;6,17;3,50;0,00;8
Sewon;Jun-17;4270;116,02;116,02;210,94;174,02;25,42;86,44;3,93;99,29;1983,54;794,61;6,34;3,14;0,00;5
Sewon;Jul-17;4304;15,82;116,02;116,02;210,94;24,37;85,31;4,47;99,38;1986,50;792,16;6,34;2,86;0,00;1
Sewon;Aug-17;4333;0;15,82;116,02;116,02;24,76;78,56;4,81;99,34;1989,86;789,24;6,19;2,64;0,00;3
Sewon;Sep-17;4357;79,1;0;15,82;116,02;25,91;75,19;4,50;99,33;1993,58;785,91;5,90;2,48;0,00;0
Sewon;Oct-17;4376;263,67;79,1;0;15,82;25,95;83,25;4,02;99,21;1997,63;782,22;5,51;2,36;0,00;0
Sewon;Nov-17;4390;290,04;263,67;79,1;0;26,11;85,81;2,87;98,99;2001,94;778,22;5,04;2,27;0,00;1
Sewon;Dec-17;4400;232,03;290,04;263,67;79,1;25,98;86,62;3,34;99,09;2006,49;773,98;4,53;2,22;0,00;0
Sewon;Jan-18;4405;284,77;232,03;290,04;263,67;25,92;87,44;3,95;98,94;2011,23;769,53;4,00;2,20;0,00;0
Sewon;Feb-18;4404;495,7;284,77;232,03;290,04;25,77;87,19;3,14;99,17;2016,11;764,94;3,47;2,20;0,00;2
Sewon;Mar-18;4399;232,03;495,7;284,77;232,03;26,30;84,75;2,36;99,10;2021,06;760,26;2,97;2,23;0,00;0
Sewon;Apr-18;4390;189,84;232,03;495,7;284,77;26,80;85,00;3,17;99,12;2026,03;755,56;2,50;2,28;0,00;1
Sewon;May-18;4375;10,55;189,84;232,03;495,7;25,91;84,50;4,16;99,22;2030,94;750,91;2,08;2,36;0,00;2
Sewon;Jun-18;4355;52,73;10,55;189,84;232,03;25,27;83,12;4,17;99,33;2035,72;746,37;1,71;2,45;0,00;2
Sewon;Jul-18;4331;0;52,73;10,55;189,84;24,06;80,50;4,34;99,33;2040,32;742,00;1,39;2,56;0,00;0
Sewon;Aug-18;4302;0;0;52,73;10,55;24,79;73,25;4,77;99,39;2044,65;737,85;1,12;2,69;0,00;2
Sewon;Sep-18;4268;5,27;0;0;52,73;26,08;71,25;4,74;99,36;2048,65;733,99;0,89;2,84;0,00;4
Sewon;Oct-18;4229;47,46;5,27;0;0;26,80;72,69;4,52;99,32;2052,25;730,46;0,71;3,01;0,00;1
Sewon;Nov-18;4185;221,48;47,46;5,27;0;26,50;82,25;3,59;99,22;2055,39;727,34;0,57;3,20;0,00;4
Sewon;Dec-18;4137;358,59;221,48;47,46;5,27;26,08;85,81;3,45;99,14;2057,98;724,67;0,46;3,40;0,00;0
Sewon;Jan-19;3804;416,6;358,59;221,48;47,46;26,57;86,00;3,12;99,15;2059,96;722,51;0,38;3,61;0,00;10
Sewon;Feb-19;3758;305,86;416,6;358,59;221,48;26,63;85,19;2,50;99,28;2061,28;720,90;0,33;3,84;0,00;17
Sewon;Mar-19;3718;226,76;305,86;416,6;358,59;26,15;86,56;2,64;99,22;2061,96;719,83;0,32;4,07;0,00;22
Sewon;Apr-19;3685;242,58;226,76;305,86;416,6;26,82;85,56;3,22;99,14;2062,03;719,29;0,32;4,31;0,00;29
Sewon;May-19;3660;63,28;242,58;226,76;305,86;25,86;85,31;4,29;99,28;2061,54;719,25;0,34;4,55;0,00;34
Sewon;Jun-19;3641;0;63,28;242,58;226,76;24,43;84,06;4,09;99,32;2060,52;719,69;0,39;4,79;0,00;17
Sewon;Jul-19;3629;0;0;63,28;242,58;24,31;79,56;4,58;99,39;2059,01;720,60;0,45;5,01;0,00;7
Sewon;Aug-19;3624;0;0;0;63,28;24,76;73,88;4,81;99,42;2057,05;721,97;0,52;5,22;0,00;4
Sewon;Sep-19;3625;21,09;0;0;0;25,52;71,69;4,99;99,46;2054,69;723,77;0,61;5,42;0,00;4
Sewon;Oct-19;3634;5,27;21,09;0;0;26,80;71,44;4,25;99,27;2051,96;725,98;0,72;5,58;0,00;6
Sewon;Nov-19;3650;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;2048,90;728,61;0,84;5,70;0,00;6
Sewon;Dec-19;3672;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;2045,55;731,63;0,97;5,79;0,00;12
Sewon;Jan-20;3917;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;2041,96;735,02;1,10;5,82;0,00;22
Sewon;Feb-20;3944;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;2038,17;738,76;1,24;5,80;0,00;24
Sewon;Mar-20;3969;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;2034,26;742,76;1,38;5,74;0,00;17
Sewon;Apr-20;3992;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;2030,33;746,90;1,52;5,65;0,00;15
Sewon;May-20;4013;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;2026,47;751,06;1,66;5,54;0,00;8
Sewon;Jun-20;4031;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;2022,78;755,12;1,80;5,41;0,00;6
Sewon;Jul-20;4048;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;2019,34;758,97;1,94;5,29;0,00;3
Sewon;Aug-20;4062;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;2016,24;762,49;2,08;5,18;0,00;3
Sewon;Sep-20;4074;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;2013,58;765,54;2,23;5,09;0,00;1
Sewon;Oct-20;4084;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;2011,45;768,00;2,37;5,03;0,00;2
Sewon;Nov-20;4091;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;2009,93;769,75;2,51;5,01;0,00;5
Sewon;Dec-20;4097;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;2009,12;770,65;2,66;5,03;0,00;1
Sewon;Jan-21;;;;;;;;;;;;;;;
Sewon;Feb-21;;;;;;;;;;;;;;;
Sewon;Mar-21;;;;;;;;;;;;;;;
Sewon;Apr-21;;;;;;;;;;;;;;;
Sewon;May-21;;;;;;;;;;;;;;;
Sewon;Jun-21;;;;;;;;;;;;;;;
Sewon;Jul-21;;;;;;;;;;;;;;;
Sewon;Aug-21;;;;;;;;;;;;;;;
Sewon;Sep-21;;;;;;;;;;;;;;;
Sewon;Oct-21;;;;;;;;;;;;;;;
Sewon;Nov-21;;;;;;;;;;;;;;;
Sewon;Dec-21;;;;;;;;;;;;;;;
Sewon;Jan-22;;;;;;;;;;;;;;;
Sewon;Feb-22;;;;;;;;;;;;;;;
Sewon;Mar-22;;;;;;;;;;;;;;;
Sewon;Apr-22;;;;;;;;;;;;;;;
Sewon;May-22;;;;;;;;;;;;;;;
Sewon;Jun-22;;;;;;;;;;;;;;;
Sewon;Jul-22;;;;;;;;;;;;;;;
Sewon;Aug-22;;;;;;;;;;;;;;;
Sewon;Sep-22;;;;;;;;;;;;;;;
Sewon;Oct-22;;;;;;;;;;;;;;;
Sewon;Nov-22;;;;;;;;;;;;;;;
Sewon;Dec-22;;;;;;;;;;;;;;;
Kasihan;Jan-17;3636;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;2666,24;223,19;0,06;222,19;0,00;29
Kasihan;Feb-17;3708;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;2687,07;232,47;0,05;194,07;0,00;21
Kasihan;Mar-17;3774;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;2706,37;240,97;0,05;171,74;0,00;8
Kasihan;Apr-17;3833;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;2724,17;248,65;0,05;153,91;0,00;4
Kasihan;May-17;3887;116,02;210,94;174,02;374,41;25,90;85,88;4,06;99,23;2740,48;255,46;0,04;139,61;0,00;3
Kasihan;Jun-17;3935;116,02;116,02;210,94;174,02;25,42;86,44;3,93;99,29;2755,34;261,40;0,04;128,11;0,00;3
Kasihan;Jul-17;3977;15,82;116,02;116,02;210,94;24,37;85,31;4,47;99,38;2768,78;266,45;0,03;118,87;0,00;1
Kasihan;Aug-17;4013;0;15,82;116,02;116,02;24,76;78,56;4,81;99,34;2780,83;270,61;0,03;111,48;0,00;5
Kasihan;Sep-17;4043;79,1;0;15,82;116,02;25,91;75,19;4,50;99,33;2791,53;273,92;0,02;105,60;0,00;2
Kasihan;Oct-17;4066;263,67;79,1;0;15,82;25,95;83,25;4,02;99,21;2800,92;276,40;0,02;101,00;0,00;0
Kasihan;Nov-17;4084;290,04;263,67;79,1;0;26,11;85,81;2,87;98,99;2809,04;278,09;0,01;97,49;0,00;2
Kasihan;Dec-17;4096;232,03;290,04;263,67;79,1;25,98;86,62;3,34;99,09;2815,94;279,06;0,01;94,90;0,00;2
Kasihan;Jan-18;4102;284,77;232,03;290,04;263,67;25,92;87,44;3,95;98,94;2821,67;279,34;0,00;93,14;0,00;3
Kasihan;Feb-18;4102;495,7;284,77;232,03;290,04;25,77;87,19;3,14;99,17;2826,28;279,01;0,00;92,10;0,00;3
Kasihan;Mar-18;4096;232,03;495,7;284,77;232,03;26,30;84,75;2,36;99,10;2829,86;278,16;0,00;91,71;0,00;1
Kasihan;Apr-18;4083;189,84;232,03;495,7;284,77;26,80;85,00;3,17;99,12;2832,48;276,85;0,00;91,89;0,00;3
Kasihan;May-18;4065;10,55;189,84;232,03;495,7;25,91;84,50;4,16;99,22;2834,23;275,16;0,00;92,60;0,00;2
Kasihan;Jun-18;4041;52,73;10,55;189,84;232,03;25,27;83,12;4,17;99,33;2835,20;273,20;0,00;93,77;0,00;2
Kasihan;Jul-18;4011;0;52,73;10,55;189,84;24,06;80,50;4,34;99,33;2835,48;271,02;0,00;95,38;0,00;2
Kasihan;Aug-18;3975;0;0;52,73;10,55;24,79;73,25;4,77;99,39;2835,17;268,71;0,00;97,37;0,00;3
Kasihan;Sep-18;3933;5,27;0;0;52,73;26,08;71,25;4,74;99,36;2834,34;266,36;0,00;99,71;0,00;4
Kasihan;Oct-18;3884;47,46;5,27;0;0;26,80;72,69;4,52;99,32;2833,08;264,02;0,00;102,34;0,00;3
Kasihan;Nov-18;3830;221,48;47,46;5,27;0;26,50;82,25;3,59;99,22;2831,50;261,78;0,00;105,23;0,00;3
Kasihan;Dec-18;3770;358,59;221,48;47,46;5,27;26,08;85,81;3,45;99,14;2829,67;259,71;0,00;108,33;0,00;4
Kasihan;Jan-19;3371;416,6;358,59;221,48;47,46;26,57;86,00;3,12;99,15;2827,69;257,86;0,00;111,56;0,00;20
Kasihan;Feb-19;3312;305,86;416,6;358,59;221,48;26,63;85,19;2,50;99,28;2825,62;256,30;0,02;114,88;0,00;22
Kasihan;Mar-19;3262;226,76;305,86;416,6;358,59;26,15;86,56;2,64;99,22;2823,42;255,06;0,03;118,28;0,00;21
Kasihan;Apr-19;3220;242,58;226,76;305,86;416,6;26,82;85,56;3,22;99,14;2821,01;254,14;0,05;121,76;0,00;44
Kasihan;May-19;3186;63,28;242,58;226,76;305,86;25,86;85,31;4,29;99,28;2818,33;253,57;0,06;125,32;0,00;37
Kasihan;Jun-19;3160;0;63,28;242,58;226,76;24,43;84,06;4,09;99,32;2815,30;253,35;0,08;128,97;0,00;15
Kasihan;Jul-19;3141;0;0;63,28;242,58;24,31;79,56;4,58;99,39;2811,86;253,52;0,09;132,70;0,00;19
Kasihan;Aug-19;3131;0;0;0;63,28;24,76;73,88;4,81;99,42;2807,95;254,09;0,11;136,53;0,00;4
Kasihan;Sep-19;3129;21,09;0;0;0;25,52;71,69;4,99;99,46;2803,48;255,08;0,13;140,44;0,00;3
Kasihan;Oct-19;3134;5,27;21,09;0;0;26,80;71,44;4,25;99,27;2798,40;256,52;0,14;144,45;0,00;4
Kasihan;Nov-19;3148;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;2792,64;258,43;0,16;148,56;0,00;6
Kasihan;Dec-19;3170;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;2786,13;260,86;0,17;152,77;0,00;14
Kasihan;Jan-20;3443;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;2778,81;263,82;0,19;157,09;0,00;12
Kasihan;Feb-20;3471;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;2770,66;267,34;0,20;161,51;0,00;8
Kasihan;Mar-20;3496;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;2761,84;271,34;0,22;166,03;0,00;10
Kasihan;Apr-20;3519;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;2752,56;275,70;0,23;170,65;0,00;21
Kasihan;May-20;3540;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;2743,01;280,32;0,25;175,34;0,00;20
Kasihan;Jun-20;3558;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;2733,39;285,06;0,26;180,09;0,00;11
Kasihan;Jul-20;3574;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;2723,89;289,81;0,27;184,91;0,00;10
Kasihan;Aug-20;3588;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;2714,71;294,43;0,29;189,76;0,00;3
Kasihan;Sep-20;3600;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;2706,04;298,76;0,30;194,63;0,00;2
Kasihan;Oct-20;3609;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;2698,07;302,64;0,32;199,51;0,00;4
Kasihan;Nov-20;3616;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;2690,97;305,93;0,33;204,37;0,00;1
Kasihan;Dec-20;3621;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;2684,94;308,45;0,35;209,20;0,00;0
Kasihan;Jan-21;;;;;;;;;;;;;;;
Kasihan;Feb-21;;;;;;;;;;;;;;;
Kasihan;Mar-21;;;;;;;;;;;;;;;
Kasihan;Apr-21;;;;;;;;;;;;;;;
Kasihan;May-21;;;;;;;;;;;;;;;
Kasihan;Jun-21;;;;;;;;;;;;;;;
Kasihan;Jul-21;;;;;;;;;;;;;;;
Kasihan;Aug-21;;;;;;;;;;;;;;;
Kasihan;Sep-21;;;;;;;;;;;;;;;
Kasihan;Oct-21;;;;;;;;;;;;;;;
Kasihan;Nov-21;;;;;;;;;;;;;;;
Kasihan;Dec-21;;;;;;;;;;;;;;;
Kasihan;Jan-22;;;;;;;;;;;;;;;
Kasihan;Feb-22;;;;;;;;;;;;;;;
Kasihan;Mar-22;;;;;;;;;;;;;;;
Kasihan;Apr-22;;;;;;;;;;;;;;;
Kasihan;May-22;;;;;;;;;;;;;;;
Kasihan;Jun-22;;;;;;;;;;;;;;;
Kasihan;Jul-22;;;;;;;;;;;;;;;
Kasihan;Aug-22;;;;;;;;;;;;;;;
Kasihan;Sep-22;;;;;;;;;;;;;;;
Kasihan;Oct-22;;;;;;;;;;;;;;;
Kasihan;Nov-22;;;;;;;;;;;;;;;
Kasihan;Dec-22;;;;;;;;;;;;;;;
Sedayu;Jan-17;1368;374,41;406,05;379,69;532,62;27,06;84,38;3,88;100,29;1511,68;947,55;59,93;858,94;0,00;6
Sedayu;Feb-17;1369;395,51;374,41;406,05;379,69;26,88;84,50;4,12;100,38;1559,59;945,61;59,69;806,76;0,00;4
Sedayu;Mar-17;1371;179,3;395,51;374,41;406,05;27,35;82,44;3,30;100,40;1604,67;942,83;59,42;762,89;0,00;2
Sedayu;Apr-17;1373;221,48;179,3;395,51;374,41;27,30;83,06;3,44;100,44;1646,74;939,29;59,14;726,05;0,00;2
Sedayu;May-17;1374;152,93;221,48;179,3;395,51;26,81;85,31;5,03;100,46;1685,69;935,06;58,84;695,23;0,00;1
Sedayu;Jun-17;1376;163,48;152,93;221,48;179,3;26,28;86,38;4,88;100,53;1721,42;930,24;58,52;669,60;0,00;1
Sedayu;Jul-17;1377;26,37;163,48;152,93;221,48;24,91;87,12;5,31;100,63;1753,87;924,90;58,19;648,46;0,00;0
Sedayu;Aug-17;1378;0;26,37;163,48;152,93;24,58;84,81;5,29;100,60;1783,02;919,12;57,85;631,25;0,00;0
Sedayu;Sep-17;1380;94,92;0;26,37;163,48;25,25;83,69;4,75;100,59;1808,87;912,98;57,50;617,50;0,00;0
Sedayu;Oct-17;1381;363,87;94,92;0;26,37;26,26;85,06;4,54;100,46;1831,45;906,57;57,15;606,80;0,00;0
Sedayu;Nov-17;1382;342,77;363,87;94,92;0;26,86;85,19;3,25;100,22;1850,81;899,94;56,78;598,81;0,00;1
Sedayu;Dec-17;1383;326,95;342,77;363,87;94,92;27,00;84,12;3,74;100,32;1867,06;893,18;56,41;593,25;0,00;0
Sedayu;Jan-18;1384;253,12;326,95;342,77;363,87;27,05;84,75;4,88;100,16;1880,29;886,37;56,04;589,87;0,00;1
Sedayu;Feb-18;1385;432,42;253,12;326,95;342,77;26,92;84,12;3,71;100,39;1890,67;879,57;55,67;588,42;0,00;2
Sedayu;Mar-18;1385;332,23;432,42;253,12;326,95;27,31;82,00;2,73;100,34;1898,48;872,87;55,29;588,62;0,00;0
Sedayu;Apr-18;1386;326,95;332,23;432,42;253,12;27,79;83,69;3,96;100,35;1904,07;866,36;54,92;590,15;0,00;1
Sedayu;May-18;1387;15,82;326,95;332,23;432,42;26,82;84,56;5,10;100,45;1907,79;860,12;54,56;592,74;0,00;0
Sedayu;Jun-18;1387;47,46;15,82;326,95;332,23;25,79;85,62;4,96;100,57;1909,99;854,23;54,21;596,09;0,00;0
Sedayu;Jul-18;1388;0;47,46;15,82;326,95;24,05;85,75;4,85;100,59;1911,06;848,78;53,86;599,91;0,00;1
Sedayu;Aug-18;1388;0;0;47,46;15,82;24,37;80,75;5,06;100,65;1911,35;843,84;53,53;603,91;0,00;0
Sedayu;Sep-18;1388;15,82;0;0;47,46;25,37;80,19;4,90;100,63;1911,23;839,49;53,21;607,78;0,00;1
Sedayu;Oct-18;1389;36,91;15,82;0;0;26,31;79,56;4,80;100,58;1911,09;835,81;52,92;611,20;0,00;2
Sedayu;Nov-18;1389;411,33;36,91;15,82;0;26,76;84,12;4,02;100,47;1911,29;832,87;52,63;613,86;0,00;0
Sedayu;Dec-18;1389;532,62;411,33;36,91;15,82;26,93;84,00;4,06;100,38;1912,21;830,74;52,38;615,43;0,00;0
Sedayu;Jan-19;1371;543,16;532,62;411,33;36,91;27,53;83,69;3,90;100,38;1914,21;829,52;52,14;615,59;0,00;1
Sedayu;Feb-19;1372;384,96;543,16;532,62;411,33;27,52;83,50;3,21;100,51;1917,53;829,26;51,93;614,13;0,00;2
Sedayu;Mar-19;1373;258,4;384,96;543,16;532,62;27,27;83,75;2,91;100,45;1921,83;829,96;51,74;611,24;0,00;6
Sedayu;Apr-19;1375;284,77;258,4;384,96;543,16;27,72;84,50;4,09;100,37;1926,59;831,60;51,57;607,23;0,00;12
Sedayu;May-19;1378;68,55;284,77;258,4;384,96;26,74;85,12;5,23;100,51;1931,33;834,17;51,42;602,38;0,00;6
Sedayu;Jun-19;1381;0;68,55;284,77;258,4;24,77;86,81;4,74;100,56;1935,52;837,66;51,29;596,99;0,00;4
Sedayu;Jul-19;1385;5,27;0;68,55;284,77;24,16;86,19;5,08;100,64;1938,67;842,06;51,16;591,35;0,00;10
