Subdistrict;Month;PopDensity;Rainfall;RainfallLag1;RainfallLag2;RainfallLag3;TempAvg;HumRev;WindSpeed;AtmPress;BuiltArea;Crops;Water;Trees;FloodedVegetation;DengueIncidence
Nglipar;Jul-19;456;0;0;63,28;242,58;24,31;79,56;4,58;99,39;2122,28;392,39;11,27;2001,11;0,00;0
Nglipar;Aug-19;456;0;0;0;63,28;24,76;73,88;4,81;99,42;2104,07;406,33;11,52;2064,13;0,00;3
Nglipar;Sep-19;456;21,09;0;0;0;25,52;71,69;4,99;99,46;2085,25;422,39;11,78;2129,07;0,00;1
Nglipar;Oct-19;456;5,27;21,09;0;0;26,80;71,44;4,25;99,27;2066,10;440,64;12,03;2194,89;0,00;0
Nglipar;Nov-19;455;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;2046,90;461,16;12,25;2260,40;0,00;2
Nglipar;Dec-19;455;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;2027,91;484,04;12,44;2324,30;0,00;3
Nglipar;Jan-20;446;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;2009,40;509,37;12,58;2385,15;0,00;12
Nglipar;Feb-20;445;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;1991,56;537,21;12,65;2441,73;0,00;13
Nglipar;Mar-20;445;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;1974,44;567,41;12,67;2494,17;0,00;11
Nglipar;Apr-20;444;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;1958,04;599,72;12,65;2543,01;0,00;5
Nglipar;May-20;444;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;1942,35;633,80;12,59;2588,86;0,00;1
Nglipar;Jun-20;443;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;1927,38;669,20;12,52;2632,44;0,00;0
Nglipar;Jul-20;443;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;1913,12;705,38;12,44;2674,50;0,00;0
Nglipar;Aug-20;443;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;1899,57;741,66;12,36;2715,88;0,00;0
Nglipar;Sep-20;443;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;1886,74;777,23;12,30;2757,45;0,00;0
Nglipar;Oct-20;443;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;1874,62;811,19;12,27;2800,15;0,00;0
Nglipar;Nov-20;444;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;1863,22;842,49;12,28;2844,98;0,00;0
Nglipar;Dec-20;444;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;1852,54;870,05;12,34;2893,01;0,00;0
Nglipar;Jan-21;;;;;;;;;;;;;;;
Nglipar;Feb-21;;;;;;;;;;;;;;;
Nglipar;Mar-21;;;;;;;;;;;;;;;
Nglipar;Apr-21;;;;;;;;;;;;;;;
Nglipar;May-21;;;;;;;;;;;;;;;
Nglipar;Jun-21;;;;;;;;;;;;;;;
Nglipar;Jul-21;;;;;;;;;;;;;;;
Nglipar;Aug-21;;;;;;;;;;;;;;;
Nglipar;Sep-21;;;;;;;;;;;;;;;
Nglipar;Oct-21;;;;;;;;;;;;;;;
Nglipar;Nov-21;;;;;;;;;;;;;;;
Nglipar;Dec-21;;;;;;;;;;;;;;;
Nglipar;Jan-22;;;;;;;;;;;;;;;
Nglipar;Feb-22;;;;;;;;;;;;;;;
Nglipar;Mar-22;;;;;;;;;;;;;;;
Nglipar;Apr-22;;;;;;;;;;;;;;;
Nglipar;May-22;;;;;;;;;;;;;;;
Nglipar;Jun-22;;;;;;;;;;;;;;;
Nglipar;Jul-22;;;;;;;;;;;;;;;
Nglipar;Aug-22;;;;;;;;;;;;;;;
Nglipar;Sep-22;;;;;;;;;;;;;;;
Nglipar;Oct-22;;;;;;;;;;;;;;;
Nglipar;Nov-22;;;;;;;;;;;;;;;
Nglipar;Dec-22;;;;;;;;;;;;;;;
Paliyan;Jan-17;544;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;1473,43;807,17;3,06;158,85;0,03;2
Paliyan;Feb-17;543;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;1481,99;800,98;3,34;179,07;0,03;0
Paliyan;Mar-17;542;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;1491,50;797,61;3,57;195,91;0,03;0
Paliyan;Apr-17;542;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;1501,89;796,88;3,75;208,45;0,02;0
Paliyan;May-17;541;116,02;210,94;174,02;374,41;25,90;85,88;4,06;99,23;1513,08;798,61;3,88;216,14;0,02;0
Paliyan;Jun-17;540;116,02;116,02;210,94;174,02;25,42;86,44;3,93;99,29;1524,99;802,65;3,95;218,83;0,02;2
Paliyan;Jul-17;540;15,82;116,02;116,02;210,94;24,37;85,31;4,47;99,38;1537,54;808,88;3,97;216,77;0,02;0
Paliyan;Aug-17;540;0;15,82;116,02;116,02;24,76;78,56;4,81;99,34;1550,64;817,17;3,95;210,50;0,01;0
Paliyan;Sep-17;540;79,1;0;15,82;116,02;25,91;75,19;4,50;99,33;1564,20;827,42;3,87;200,79;0,01;1
Paliyan;Oct-17;540;263,67;79,1;0;15,82;25,95;83,25;4,02;99,21;1578,13;839,52;3,76;188,50;0,01;0
Paliyan;Nov-17;540;290,04;263,67;79,1;0;26,11;85,81;2,87;98,99;1592,33;853,39;3,62;174,51;0,01;3
Paliyan;Dec-17;540;232,03;290,04;263,67;79,1;25,98;86,62;3,34;99,09;1606,72;868,91;3,46;159,63;0,00;0
Paliyan;Jan-18;541;284,77;232,03;290,04;263,67;25,92;87,44;3,95;98,94;1621,18;886,00;3,27;144,57;0,00;0
Paliyan;Feb-18;541;495,7;284,77;232,03;290,04;25,77;87,19;3,14;99,17;1635,59;904,50;3,07;129,93;0,00;1
Paliyan;Mar-18;542;232,03;495,7;284,77;232,03;26,30;84,75;2,36;99,10;1649,71;924,06;2,87;116,34;0,00;0
Paliyan;Apr-18;543;189,84;232,03;495,7;284,77;26,80;85,00;3,17;99,12;1663,26;944,24;2,68;104,24;0,00;0
Paliyan;May-18;544;10,55;189,84;232,03;495,7;25,91;84,50;4,16;99,22;1675,96;964,58;2,49;93,86;0,00;1
Paliyan;Jun-18;545;52,73;10,55;189,84;232,03;25,27;83,12;4,17;99,33;1687,54;984,57;2,31;85,32;0,00;1
Paliyan;Jul-18;546;0;52,73;10,55;189,84;24,06;80,50;4,34;99,33;1697,68;1003,64;2,16;78,63;0,00;0
Paliyan;Aug-18;547;0;0;52,73;10,55;24,79;73,25;4,77;99,39;1706,11;1021,21;2,03;73,80;0,00;1
Paliyan;Sep-18;549;5,27;0;0;52,73;26,08;71,25;4,74;99,36;1712,52;1036,66;1,92;70,85;0,00;0
Paliyan;Oct-18;550;47,46;5,27;0;0;26,80;72,69;4,52;99,32;1716,61;1049,33;1,83;69,89;0,00;0
Paliyan;Nov-18;552;221,48;47,46;5,27;0;26,50;82,25;3,59;99,22;1718,10;1058,60;1,78;71,14;0,00;2
Paliyan;Dec-18;554;358,59;221,48;47,46;5,27;26,08;85,81;3,45;99,14;1716,71;1063,81;1,76;75,07;0,00;0
Paliyan;Jan-19;566;416,6;358,59;221,48;47,46;26,57;86,00;3,12;99,15;1712,18;1064,36;1,77;82,45;0,00;4
Paliyan;Feb-19;568;305,86;416,6;358,59;221,48;26,63;85,19;2,50;99,28;1704,40;1059,98;1,82;94,49;0,00;4
Paliyan;Mar-19;569;226,76;305,86;416,6;358,59;26,15;86,56;2,64;99,22;1693,80;1051,52;1,91;112,33;0,00;3
Paliyan;Apr-19;570;242,58;226,76;305,86;416,6;26,82;85,56;3,22;99,14;1680,96;1040,16;2,03;137,49;0,00;4
Paliyan;May-19;571;63,28;242,58;226,76;305,86;25,86;85,31;4,29;99,28;1666,45;1027,03;2,17;171,94;0,00;2
Paliyan;Jun-19;572;0;63,28;242,58;226,76;24,43;84,06;4,09;99,32;1650,83;1013,25;2,34;218,08;0,00;3
Paliyan;Jul-19;572;0;0;63,28;242,58;24,31;79,56;4,58;99,39;1634,64;999,87;2,54;278,42;0,00;2
Paliyan;Aug-19;572;0;0;0;63,28;24,76;73,88;4,81;99,42;1618,41;987,89;2,74;355,15;0,00;3
Paliyan;Sep-19;571;21,09;0;0;0;25,52;71,69;4,99;99,46;1602,64;978,26;2,95;449,32;0,00;0
Paliyan;Oct-19;571;5,27;21,09;0;0;26,80;71,44;4,25;99,27;1587,81;971,90;3,16;559,63;0,00;0
Paliyan;Nov-19;570;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;1574,39;969,76;3,35;681,12;0,00;1
Paliyan;Dec-19;568;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;1562,83;972,79;3,52;804,10;0,00;2
Paliyan;Jan-20;555;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;1553,57;982,05;3,64;913,97;0,00;8
Paliyan;Feb-20;554;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;1546,90;998,25;3,71;995,11;0,00;8
Paliyan;Mar-20;553;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;1542,48;1020,26;3,73;1042,16;0,00;21
Paliyan;Apr-20;552;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;1539,83;1046,46;3,70;1056,68;0,00;11
Paliyan;May-20;551;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;1538,47;1075,05;3,64;1044,01;0,00;6
Paliyan;Jun-20;550;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;1537,93;1104,09;3,56;1011,65;0,00;2
Paliyan;Jul-20;550;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;1537,76;1131,38;3,47;967,69;0,00;1
Paliyan;Aug-20;549;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;1537,49;1154,54;3,37;919,67;0,00;1
Paliyan;Sep-20;549;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;1536,65;1171,05;3,28;874,04;0,00;1
Paliyan;Oct-20;549;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;1534,79;1178,33;3,21;836,07;0,00;1
Paliyan;Nov-20;550;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;1531,44;1173,96;3,15;810,18;0,00;0
Paliyan;Dec-20;550;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;1526,16;1155,85;3,12;800,50;0,00;0
Paliyan;Jan-21;;;;;;;;;;;;;;;
Paliyan;Feb-21;;;;;;;;;;;;;;;
Paliyan;Mar-21;;;;;;;;;;;;;;;
Paliyan;Apr-21;;;;;;;;;;;;;;;
Paliyan;May-21;;;;;;;;;;;;;;;
Paliyan;Jun-21;;;;;;;;;;;;;;;
Paliyan;Jul-21;;;;;;;;;;;;;;;
Paliyan;Aug-21;;;;;;;;;;;;;;;
Paliyan;Sep-21;;;;;;;;;;;;;;;
Paliyan;Oct-21;;;;;;;;;;;;;;;
Paliyan;Nov-21;;;;;;;;;;;;;;;
Paliyan;Dec-21;;;;;;;;;;;;;;;
Paliyan;Jan-22;;;;;;;;;;;;;;;
Paliyan;Feb-22;;;;;;;;;;;;;;;
Paliyan;Mar-22;;;;;;;;;;;;;;;
Paliyan;Apr-22;;;;;;;;;;;;;;;
Paliyan;May-22;;;;;;;;;;;;;;;
Paliyan;Jun-22;;;;;;;;;;;;;;;
Paliyan;Jul-22;;;;;;;;;;;;;;;
Paliyan;Aug-22;;;;;;;;;;;;;;;
Paliyan;Sep-22;;;;;;;;;;;;;;;
Paliyan;Oct-22;;;;;;;;;;;;;;;
Paliyan;Nov-22;;;;;;;;;;;;;;;
Paliyan;Dec-22;;;;;;;;;;;;;;;
Panggang;Jan-17;287;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;753,73;1433,04;27,36;3376,62;0,02;0
Panggang;Feb-17;287;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;768,59;1347,42;27,37;3304,69;0,02;0
Panggang;Mar-17;287;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;784,07;1282,44;27,33;3202,78;0,02;0
Panggang;Apr-17;287;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;800,12;1234,62;27,25;3076,49;0,02;0
Panggang;May-17;287;116,02;210,94;174,02;374,41;25,90;85,88;4,06;99,23;816,69;1201,37;27,12;2931,55;0,01;0
Panggang;Jun-17;287;116,02;116,02;210,94;174,02;25,42;86,44;3,93;99,29;833,74;1180,71;26,96;2773,58;0,01;0
Panggang;Jul-17;287;15,82;116,02;116,02;210,94;24,37;85,31;4,47;99,38;851,22;1171,17;26,76;2607,75;0,01;0
Panggang;Aug-17;287;0;15,82;116,02;116,02;24,76;78,56;4,81;99,34;869,07;1171,60;26,53;2438,71;0,01;0
Panggang;Sep-17;287;79,1;0;15,82;116,02;25,91;75,19;4,50;99,33;887,22;1181,15;26,27;2270,42;0,01;0
Panggang;Oct-17;287;263,67;79,1;0;15,82;25,95;83,25;4,02;99,21;905,60;1199,16;26,00;2106,15;0,01;0
Panggang;Nov-17;287;290,04;263,67;79,1;0;26,11;85,81;2,87;98,99;924,13;1225,11;25,71;1948,46;0,00;0
Panggang;Dec-17;288;232,03;290,04;263,67;79,1;25,98;86,62;3,34;99,09;942,73;1258,57;25,40;1799,27;0,00;0
Panggang;Jan-18;288;284,77;232,03;290,04;263,67;25,92;87,44;3,95;98,94;961,32;1299,16;25,09;1659,94;0,00;0
Panggang;Feb-18;288;495,7;284,77;232,03;290,04;25,77;87,19;3,14;99,17;979,77;1346,12;24,77;1531,65;0,00;1
Panggang;Mar-18;289;232,03;495,7;284,77;232,03;26,30;84,75;2,36;99,10;997,86;1396,94;24,46;1416,41;0,00;0
Panggang;Apr-18;289;189,84;232,03;495,7;284,77;26,80;85,00;3,17;99,12;1015,34;1448,25;24,15;1315,72;0,00;0
Panggang;May-18;289;10,55;189,84;232,03;495,7;25,91;84,50;4,16;99,22;1031,94;1496,22;23,86;1230,47;0,00;0
Panggang;Jun-18;290;52,73;10,55;189,84;232,03;25,27;83,12;4,17;99,33;1047,35;1536,50;23,60;1161,18;0,00;0
Panggang;Jul-18;290;0;52,73;10,55;189,84;24,06;80,50;4,34;99,33;1061,30;1564,46;23,37;1108,24;0,00;0
Panggang;Aug-18;290;0;0;52,73;10,55;24,79;73,25;4,77;99,39;1073,48;1575,42;23,17;1072,18;0,00;0
Panggang;Sep-18;291;5,27;0;0;52,73;26,08;71,25;4,74;99,36;1083,57;1565,07;23,02;1053,86;0,00;0
Panggang;Oct-18;291;47,46;5,27;0;0;26,80;72,69;4,52;99,32;1091,29;1529,97;22,92;1054,80;0,00;0
Panggang;Nov-18;292;221,48;47,46;5,27;0;26,50;82,25;3,59;99,22;1096,32;1468,08;22,87;1077,49;0,00;0
Panggang;Dec-18;293;358,59;221,48;47,46;5,27;26,08;85,81;3,45;99,14;1098,40;1379,24;22,89;1125,90;0,00;0
Panggang;Jan-19;296;416,6;358,59;221,48;47,46;26,57;86,00;3,12;99,15;1097,25;1265,48;22,98;1206,20;0,00;0
Panggang;Feb-19;297;305,86;416,6;358,59;221,48;26,63;85,19;2,50;99,28;1092,78;1132,79;23,14;1326,33;0,00;0
Panggang;Mar-19;297;226,76;305,86;416,6;358,59;26,15;86,56;2,64;99,22;1085,42;994,13;23,38;1491,66;0,00;1
Panggang;Apr-19;297;242,58;226,76;305,86;416,6;26,82;85,56;3,22;99,14;1075,74;860,83;23,66;1707,85;0,00;5
Panggang;May-19;297;63,28;242,58;226,76;305,86;25,86;85,31;4,29;99,28;1064,33;740,18;23,99;1981,37;0,00;0
Panggang;Jun-19;298;0;63,28;242,58;226,76;24,43;84,06;4,09;99,32;1051,75;636,04;24,35;2318,42;0,00;0
Panggang;Jul-19;298;0;0;63,28;242,58;24,31;79,56;4,58;99,39;1038,53;549,71;24,73;2723,36;0,00;0
Panggang;Aug-19;297;0;0;0;63,28;24,76;73,88;4,81;99,42;1025,21;480,91;25,11;3196,54;0,00;0
Panggang;Sep-19;297;21,09;0;0;0;25,52;71,69;4,99;99,46;1012,28;428,61;25,48;3731,60;0,00;0
Panggang;Oct-19;297;5,27;21,09;0;0;26,80;71,44;4,25;99,27;1000,21;391,65;25,82;4312,48;0,00;1
Panggang;Nov-19;297;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;989,44;369,30;26,12;4910,80;0,00;0
Panggang;Dec-19;296;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;980,42;361,65;26,36;5484,63;0,00;1
Panggang;Jan-20;291;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;973,57;370,17;26,52;5979,84;0,00;3
Panggang;Feb-20;291;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;969,14;397,49;26,59;6344,01;0,00;3
Panggang;Mar-20;290;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;966,76;444,60;26,59;6564,23;0,00;1
Panggang;Apr-20;290;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;965,90;512,93;26,53;6649,26;0,00;1
Panggang;May-20;290;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;966,04;604,41;26,44;6618,41;0,00;0
Panggang;Jun-20;290;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;966,69;720,33;26,32;6497,51;0,00;0
Panggang;Jul-20;289;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;967,33;859,81;26,21;6315,04;0,00;1
Panggang;Aug-20;289;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;967,45;1017,86;26,11;6099,05;0,00;0
Panggang;Sep-20;289;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;966,54;1183,45;26,05;5875,27;0,00;0
Panggang;Oct-20;290;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;964,10;1338,25;26,05;5666,25;0,00;0
Panggang;Nov-20;290;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;959,63;1457,48;26,13;5491,45;0,00;0
Panggang;Dec-20;290;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;952,66;1513,90;26,30;5368,15;0,00;1
Panggang;Jan-21;;;;;;;;;;;;;;;
Panggang;Feb-21;;;;;;;;;;;;;;;
Panggang;Mar-21;;;;;;;;;;;;;;;
Panggang;Apr-21;;;;;;;;;;;;;;;
Panggang;May-21;;;;;;;;;;;;;;;
Panggang;Jun-21;;;;;;;;;;;;;;;
Panggang;Jul-21;;;;;;;;;;;;;;;
Panggang;Aug-21;;;;;;;;;;;;;;;
Panggang;Sep-21;;;;;;;;;;;;;;;
Panggang;Oct-21;;;;;;;;;;;;;;;
Panggang;Nov-21;;;;;;;;;;;;;;;
Panggang;Dec-21;;;;;;;;;;;;;;;
Panggang;Jan-22;;;;;;;;;;;;;;;
Panggang;Feb-22;;;;;;;;;;;;;;;
Panggang;Mar-22;;;;;;;;;;;;;;;
Panggang;Apr-22;;;;;;;;;;;;;;;
Panggang;May-22;;;;;;;;;;;;;;;
Panggang;Jun-22;;;;;;;;;;;;;;;
Panggang;Jul-22;;;;;;;;;;;;;;;
Panggang;Aug-22;;;;;;;;;;;;;;;
Panggang;Sep-22;;;;;;;;;;;;;;;
Panggang;Oct-22;;;;;;;;;;;;;;;
Panggang;Nov-22;;;;;;;;;;;;;;;
Panggang;Dec-22;;;;;;;;;;;;;;;
Patuk;Jan-17;458;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;1668,41;472,17;20,33;3985,55;0,00;0
Patuk;Feb-17;457;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;1696,18;470,12;21,42;3974,49;0,00;3
Patuk;Mar-17;456;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;1723,91;468,81;22,40;3955,41;0,00;6
Patuk;Apr-17;455;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;1751,54;468,22;23,25;3929,09;0,00;0
Patuk;May-17;455;116,02;210,94;174,02;374,41;25,90;85,88;4,06;99,23;1779,01;468,31;23,98;3896,36;0,00;2
Patuk;Jun-17;455;116,02;116,02;210,94;174,02;25,42;86,44;3,93;99,29;1806,26;469,04;24,57;3858,03;0,00;1
Patuk;Jul-17;454;15,82;116,02;116,02;210,94;24,37;85,31;4,47;99,38;1833,22;470,39;25,03;3814,93;0,00;0
Patuk;Aug-17;454;0;15,82;116,02;116,02;24,76;78,56;4,81;99,34;1859,82;472,32;25,36;3767,88;0,00;0
Patuk;Sep-17;454;79,1;0;15,82;116,02;25,91;75,19;4,50;99,33;1885,99;474,82;25,56;3717,67;0,00;0
Patuk;Oct-17;454;263,67;79,1;0;15,82;25,95;83,25;4,02;99,21;1911,66;477,84;25,64;3665,07;0,00;0
Patuk;Nov-17;454;290,04;263,67;79,1;0;26,11;85,81;2,87;98,99;1936,74;481,38;25,61;3610,82;0,00;0
Patuk;Dec-17;454;232,03;290,04;263,67;79,1;25,98;86,62;3,34;99,09;1961,15;485,40;25,47;3555,63;0,00;1
Patuk;Jan-18;455;284,77;232,03;290,04;263,67;25,92;87,44;3,95;98,94;1984,83;489,89;25,25;3500,16;0,00;0
Patuk;Feb-18;455;495,7;284,77;232,03;290,04;25,77;87,19;3,14;99,17;2007,66;494,80;24,95;3445,18;0,00;1
Patuk;Mar-18;456;232,03;495,7;284,77;232,03;26,30;84,75;2,36;99,10;2029,47;499,99;24,59;3391,95;0,00;1
Patuk;Apr-18;456;189,84;232,03;495,7;284,77;26,80;85,00;3,17;99,12;2050,05;505,31;24,20;3341,75;0,00;1
Patuk;May-18;457;10,55;189,84;232,03;495,7;25,91;84,50;4,16;99,22;2069,20;510,58;23,80;3295,81;0,00;0
Patuk;Jun-18;458;52,73;10,55;189,84;232,03;25,27;83,12;4,17;99,33;2086,70;515,63;23,40;3255,31;0,00;0
Patuk;Jul-18;459;0;52,73;10,55;189,84;24,06;80,50;4,34;99,33;2102,33;520,28;23,02;3221,36;0,00;1
Patuk;Aug-18;460;0;0;52,73;10,55;24,79;73,25;4,77;99,39;2115,89;524,34;22,68;3195,06;0,00;0
Patuk;Sep-18;461;5,27;0;0;52,73;26,08;71,25;4,74;99,36;2127,17;527,62;22,40;3177,52;0,00;0
Patuk;Oct-18;462;47,46;5,27;0;0;26,80;72,69;4,52;99,32;2135,94;529,92;22,20;3169,88;0,00;1
Patuk;Nov-18;464;221,48;47,46;5,27;0;26,50;82,25;3,59;99,22;2142,01;531,06;22,08;3173,36;0,00;0
Patuk;Dec-18;465;358,59;221,48;47,46;5,27;26,08;85,81;3,45;99,14;2145,18;530,85;22,06;3189,30;0,00;0
Patuk;Jan-19;473;416,6;358,59;221,48;47,46;26,57;86,00;3,12;99,15;2145,27;529,11;22,17;3219,17;0,00;0
Patuk;Feb-19;475;305,86;416,6;358,59;221,48;26,63;85,19;2,50;99,28;2142,20;525,80;22,41;3264,07;0,00;2
Patuk;Mar-19;476;226,76;305,86;416,6;358,59;26,15;86,56;2,64;99,22;2136,33;521,34;22,77;3322,70;0,00;2
Patuk;Apr-19;477;242,58;226,76;305,86;416,6;26,82;85,56;3,22;99,14;2128,09;516,29;23,22;3393,20;0,00;0
Patuk;May-19;478;63,28;242,58;226,76;305,86;25,86;85,31;4,29;99,28;2117,96;511,15;23,74;3473,61;0,00;1
Patuk;Jun-19;479;0;63,28;242,58;226,76;24,43;84,06;4,09;99,32;2106,39;506,44;24,30;3561,82;0,00;0
Patuk;Jul-19;479;0;0;63,28;242,58;24,31;79,56;4,58;99,39;2093,82;502,63;24,87;3655,53;0,00;0
Patuk;Aug-19;480;0;0;0;63,28;24,76;73,88;4,81;99,42;2080,69;500,21;25,43;3752,18;0,00;0
Patuk;Sep-19;480;21,09;0;0;0;25,52;71,69;4,99;99,46;2067,44;499,65;25,94;3848,92;0,00;0
Patuk;Oct-19;480;5,27;21,09;0;0;26,80;71,44;4,25;99,27;2054,48;501,43;26,36;3942,61;0,00;0
Patuk;Nov-19;480;36,91;5,27;21,09;0;27,62;71,81;3,92;99,21;2042,23;506,09;26,65;4029,83;0,00;0
Patuk;Dec-19;480;316,41;36,91;5,27;21,09;27,46;80,94;2,16;99,12;2031,08;514,20;26,78;4106,90;0,00;0
Patuk;Jan-20;474;305,86;316,41;36,91;5,27;26,86;84,69;2,87;99,14;2021,43;526,46;26,71;4169,97;0,00;1
Patuk;Feb-20;474;353,32;305,86;316,41;36,91;26,72;86,19;2,62;99,21;2013,53;543,43;26,42;4216,13;0,00;2
Patuk;Mar-20;473;326,95;353,32;305,86;316,41;26,92;86,62;2,53;99,14;2007,10;564,77;25,96;4246,57;0,00;1
Patuk;Apr-20;473;237,3;326,95;353,32;305,86;27,22;84,56;2,77;99,17;2001,73;589,83;25,35;4263,71;0,00;1
Patuk;May-20;473;353,32;237,3;326,95;353,32;26,77;86,75;3,62;99,16;1997,02;617,90;24,66;4270,18;0,00;1
Patuk;Jun-20;473;100,2;353,32;237,3;326,95;25,78;85,56;4,34;99,22;1992,57;648,08;23,93;4268,71;0,00;0
Patuk;Jul-20;474;68,55;100,2;353,32;237,3;24,72;84,88;4,48;99,21;1988,00;679,29;23,20;4262,09;0,00;0
Patuk;Aug-20;474;47,46;68,55;100,2;353,32;25,04;82,25;4,46;99,25;1982,91;710,21;22,50;4253,11;0,00;0
Patuk;Sep-20;474;94,92;47,46;68,55;100,2;25,96;78,88;4,56;99,25;1976,92;739,30;21,87;4244,55;0,00;0
Patuk;Oct-20;475;258,4;94,92;47,46;68,55;26,15;82,69;4,26;99,14;1969,65;764,80;21,33;4239,18;0,00;0
Patuk;Nov-20;475;253,12;258,4;94,92;47,46;26,56;85,81;3,41;99,12;1960,73;784,80;20,92;4239,74;0,00;0
Patuk;Dec-20;476;442,97;253,12;258,4;94,92;25,79;86,94;3,13;99,01;1949,79;797,35;20,65;4249,01;0,00;0
Patuk;Jan-21;;;;;;;;;;;;;;;
Patuk;Feb-21;;;;;;;;;;;;;;;
Patuk;Mar-21;;;;;;;;;;;;;;;
Patuk;Apr-21;;;;;;;;;;;;;;;
Patuk;May-21;;;;;;;;;;;;;;;
Patuk;Jun-21;;;;;;;;;;;;;;;
Patuk;Jul-21;;;;;;;;;;;;;;;
Patuk;Aug-21;;;;;;;;;;;;;;;
Patuk;Sep-21;;;;;;;;;;;;;;;
Patuk;Oct-21;;;;;;;;;;;;;;;
Patuk;Nov-21;;;;;;;;;;;;;;;
Patuk;Dec-21;;;;;;;;;;;;;;;
Patuk;Jan-22;;;;;;;;;;;;;;;
Patuk;Feb-22;;;;;;;;;;;;;;;
Patuk;Mar-22;;;;;;;;;;;;;;;
Patuk;Apr-22;;;;;;;;;;;;;;;
Patuk;May-22;;;;;;;;;;;;;;;
Patuk;Jun-22;;;;;;;;;;;;;;;
Patuk;Jul-22;;;;;;;;;;;;;;;
Patuk;Aug-22;;;;;;;;;;;;;;;
Patuk;Sep-22;;;;;;;;;;;;;;;
Patuk;Oct-22;;;;;;;;;;;;;;;
Patuk;Nov-22;;;;;;;;;;;;;;;
Patuk;Dec-22;;;;;;;;;;;;;;;
Playen;Jan-17;561;300,59;237,3;279,49;305,86;25,97;87,19;3,14;99,07;3134,31;1109,86;47,62;1800,25;0,03;3
Playen;Feb-17;560;374,41;300,59;237,3;279,49;25,84;87,06;3,42;99,16;3155,97;1089,90;51,05;1778,85;0,03;1
Playen;Mar-17;559;174,02;374,41;300,59;237,3;26,33;85,12;2,70;99,17;3178,70;1072,82;54,23;1752,55;0,03;2
Playen;Apr-17;559;210,94;174,02;374,41;300,59;26,35;84,88;2,71;99,20;3202,38;1058,39;57,13;1722,13;0,02;0
